0.0,1.0,1.0
0.1,0.9544795630494862,12.0
0.2,0.835078760332257,51.0
0.30000000000000004,0.6712952526961543,207.0
0.4,0.49149836012640125,831.0
0.5,0.31758275021564325,2582.0
0.6000000000000001,0.1631148449580204,5737.0
0.7000000000000001,0.03434984954635954,8393.0
0.8,-0.06750487235859264,11620.0
0.9,-0.14435541306996771,14676.0
1.0,-0.20031583387729454,18755.0
1.1,-0.24148110855932128,23559.0
1.2000000000000002,-0.2754543829266306,28570.0
1.3,-0.309897249384542,34695.0
1.4000000000000001,-0.35014699024719775,41452.0
1.5,-0.39679417752671997,48669.0
1.6,-0.444502476694254,55676.0
1.7000000000000002,-0.48300849464253376,62335.0
1.8,-0.5003016690411956,67982.0
1.9000000000000001,-0.48692864894055,72862.0
2.0,-0.43974673437461637,76820.0
2.1,-0.36359320511897,79122.0
2.2,-0.2701735207994542,80084.0
2.3000000000000003,-0.17459919663342136,80334.0
2.4000000000000004,-0.09091785742330635,80403.0
2.5,-0.02830243795601673,80452.0
2.6,0.010794842564576593,80460.0
2.7,0.03008304010944789,80463.0
2.8000000000000003,0.03701467779160048,80463.0
2.9000000000000004,0.03973235951083,80463.0
3.0,0.044663743904675854,80463.0
3.1,0.05549237243932338,80463.0
3.2,0.07339053947379734,80463.0
3.3000000000000003,0.09777518528276083,80463.0
3.4000000000000004,0.1268011807733932,80463.0
3.5,0.15731552523311257,80463.0
3.6,0.1846588224955285,80463.0
3.7,0.2030145028778566,80463.0
3.8000000000000003,0.2067275247103067,80463.0
3.9000000000000004,0.19233020466371767,80463.0
4.0,0.16040226056711446,80463.0
4.1000000000000005,0.11628146775670317,80463.0
4.2,0.06911327017276754,80463.0
4.3,0.029486590379598682,80463.0
4.4,0.006501368006031703,80463.0
4.5,0.005257024307623078,80463.0
4.6000000000000005,0.025461248107267805,80463.0
4.7,0.06139242815977477,80463.0
4.800000000000001,0.10307358150676378,80463.0
4.9,0.13832901162487768,80463.0
5.0,0.15532592570287243,80463.0
