0.0,-1.0
0.1,-0.9487448333333334
0.2,-0.7925314573642501
0.3,-0.5425472316420766
0.4,-0.22935304788836344
0.5,0.1024300936541063
0.6,0.4033260965409724
0.7,0.629503741945375
0.8,0.7517374017582171
0.9,0.7606737613226836
1.0,0.6674813186256482
1.1,0.5002411756996707
1.2,0.2973474130401185
1.3,0.09954826313428979
1.4,-0.05781840248065178
1.5,-0.1511054955512357
1.6,-0.1721278971252525
1.7,-0.1286894161246232
1.8,-0.04162254841192853
1.9,0.06110389747568141
2.0,0.15172490878933823
2.1,0.2093651835377041
2.2,0.22410316917637585
2.3,0.19741729332998342
2.4,0.13941461754057954
2.5,0.06436560202903989
2.6,-0.013620193076708134
2.7,-0.08348608233116313
2.8,-0.13835425437796978
2.9,-0.17533851647362975
3.0,-0.19476405331880886
3.1,-0.19930868339817234
3.2,-0.1932050158900049
3.3,-0.1813983562231461
3.4,-0.16855666284767318
3.5,-0.1580018312879117
3.6,-0.150821571570899
3.7,-0.14550342352031265
3.8,-0.13835563431117903
3.9,-0.12475642371531631
4.0,-0.10096438224382798
4.1,-0.06593340516629946
4.2,-0.02244058055658405
4.3,0.02303301907466062
4.4,0.061819958296645106
4.5,0.08558553804581107
4.6,0.08900786443267322
4.7,0.07166296611201914
4.8,0.03843951022191392
4.9,-0.001649306433266118
5.0,-0.03783666957486174
